# Client: PowClient
# Tasks: 10000
# Format: task_input | result

pow(3.395576, -0.054698) = 0.935320
pow(-1.469956, -1.382972) = -nan
pow(-3.501920, 2.968648) = -nan
pow(-1.359059, -0.635981) = -nan
pow(-1.759125, 0.547087) = -nan
pow(-1.380820, 0.605843) = -nan
pow(-1.640140, 1.034099) = -nan
pow(0.011807, -0.731590) = 25.727651
pow(-3.190838, 2.180923) = -nan
pow(-1.336577, -1.193054) = -nan
pow(-1.574253, -0.758503) = -nan
pow(-0.116558, 1.694576) = -nan
pow(0.319329, -0.362671) = 1.512859
pow(0.079876, 0.830620) = 0.122553
pow(-0.524262, 2.267619) = -nan
pow(-1.865149, -2.424944) = -nan
pow(3.715922, -2.094552) = 0.063968
pow(-4.159506, 1.781853) = -nan
pow(-0.545745, -2.775093) = -nan
pow(4.260061, 0.968901) = 4.072316
pow(-3.981550, 1.975417) = -nan
pow(1.643359, -2.033528) = 0.364168
pow(0.579754, -1.345972) = 2.082894
pow(3.100459, 1.278108) = 4.247127
pow(1.385782, -2.637931) = 0.422881
pow(4.459399, 1.559345) = 10.290720
pow(2.966706, 0.468621) = 1.664630
pow(2.066812, -1.464467) = 0.345344
pow(-3.696079, 2.021593) = -nan
pow(-1.125884, -0.136237) = -nan
pow(-2.518023, -1.847384) = -nan
pow(-3.553710, -1.332973) = -nan
pow(-1.456924, 2.020836) = -nan
pow(2.453544, 1.138072) = 2.777240
pow(0.295982, -0.583519) = 2.034823
pow(4.044750, -1.873436) = 0.072950
pow(3.866369, 2.630894) = 35.085910
pow(3.406233, 0.132593) = 1.176456
pow(3.013017, 1.897343) = 8.106439
pow(-2.709146, -1.606083) = -nan
pow(3.556495, 2.092597) = 14.225499
pow(2.947725, -2.355241) = 0.078387
pow(0.749741, -1.723136) = 1.642648
pow(-0.676830, -2.451953) = -nan
pow(2.518780, 1.221518) = 3.090731
pow(-2.053876, -2.135283) = -nan
pow(-1.322482, -0.088035) = -nan
pow(1.234517, 2.763570) = 1.790023
pow(2.362321, 0.812742) = 2.011075
pow(-2.499163, -0.857928) = -nan
pow(1.139752, 0.062303) = 1.008183
pow(-2.356034, 1.206395) = -nan
pow(-4.410389, 1.070578) = -nan
pow(-3.305655, 1.787111) = -nan
pow(-3.528559, -1.929675) = -nan
pow(-2.586998, 1.982316) = -nan
pow(3.449657, 1.449571) = 6.019277
pow(0.016302, -0.722393) = 19.564205
pow(-4.151861, -2.574819) = -nan
pow(-0.868590, 0.300342) = -nan
pow(-4.250552, 1.137895) = -nan
pow(-4.801245, 1.737905) = -nan
pow(-1.843174, -2.792270) = -nan
pow(4.763850, -0.440705) = 0.502598
pow(1.970157, 0.673353) = 1.578712
pow(3.331567, -2.814460) = 0.033809
pow(-0.032720, -0.934100) = -nan
pow(3.731269, -1.299089) = 0.180762
pow(4.862881, -2.920336) = 0.009864
pow(4.000577, 2.290286) = 23.934972
pow(-3.051420, 2.714329) = -nan
pow(1.805148, -1.617054) = 0.384773
pow(-1.812896, -2.159688) = -nan
pow(-0.714610, -1.375201) = -nan
pow(-1.963235, -0.556431) = -nan
pow(-0.546078, 1.424492) = -nan
pow(3.091704, 0.529777) = 1.818426
pow(-2.121075, -1.871990) = -nan
pow(4.636310, -2.080764) = 0.041101
pow(3.594136, 1.234881) = 4.853925
pow(3.795690, 1.481946) = 7.219006
pow(-2.722212, -0.421579) = -nan
pow(4.291904, -2.180112) = 0.041759
pow(0.250230, -0.191357) = 1.303563
pow(1.385234, 2.343853) = 2.146392
pow(-2.198733, -1.677866) = -nan
pow(0.409382, -1.347449) = 3.331480
pow(3.256009, -2.284729) = 0.067399
pow(-4.613446, 2.564400) = -nan
pow(2.611340, -1.723831) = 0.191160
pow(-2.403751, -2.258523) = -nan
pow(2.576421, 2.096853) = 7.275149
pow(2.533202, -2.116480) = 0.139843
pow(-4.180482, -1.881201) = -nan
pow(-3.456887, -2.167340) = -nan
pow(-1.709875, -2.521593) = -nan
pow(-3.336038, 0.032757) = -nan
pow(-1.386184, 0.785979) = -nan
pow(3.349359, -0.502328) = 0.544875
pow(-0.815181, -2.328515) = -nan
pow(0.344117, 1.199479) = 0.278156
pow(-4.999300, -2.901473) = -nan
pow(0.078449, 2.105644) = 0.004703
pow(4.034757, 1.782056) = 12.011590
pow(-0.034151, -0.849481) = -nan
pow(-1.537992, 1.369020) = -nan
pow(-4.869837, -1.518721) = -nan
pow(-2.401639, 0.363731) = -nan
pow(4.564885, 2.739445) = 64.043065
pow(1.415139, 0.029794) = 1.010399
pow(-4.722974, -2.846342) = -nan
pow(2.053731, 1.241445) = 2.443462
pow(-1.412797, -2.619707) = -nan
pow(-1.482415, -0.361914) = -nan
pow(2.457310, -0.952289) = 0.424785
pow(1.461733, 0.438573) = 1.181154
pow(0.808765, 1.937069) = 0.662896
pow(3.036904, -2.069520) = 0.100369
pow(1.213824, 0.466222) = 1.094549
pow(-1.989228, -1.649021) = -nan
pow(-0.458512, 1.142090) = -nan
pow(0.868355, 2.655358) = 0.687416
pow(-4.713807, 0.075356) = -nan
pow(-3.424075, 0.546751) = -nan
pow(1.290886, 2.766324) = 2.026524
pow(0.630416, 0.563276) = 0.771143
pow(-1.277690, -0.059702) = -nan
pow(1.146911, -1.435749) = 0.821354
pow(-2.052876, 0.817428) = -nan
pow(3.807664, 2.970484) = 53.068530
pow(-4.852674, 0.186962) = -nan
pow(-3.651094, 0.621812) = -nan
pow(3.674772, 0.435784) = 1.763268
pow(-4.304216, -2.109553) = -nan
pow(-0.500018, -2.718392) = -nan
pow(-1.168405, -1.346613) = -nan
pow(0.122158, -1.273278) = 14.541214
pow(-4.422396, 1.583268) = -nan
pow(4.464040, -2.283082) = 0.032856
pow(2.873021, 0.974503) = 2.796741
pow(4.503702, -1.049142) = 0.206211
pow(-3.052520, -1.825746) = -nan
pow(-4.265326, 2.443442) = -nan
pow(0.962871, 0.667552) = 0.975059
pow(-4.131431, -0.539086) = -nan
pow(-3.941822, -2.131527) = -nan
pow(2.795624, -2.151618) = 0.109483
pow(-3.476026, -1.814310) = -nan
pow(-3.210214, -2.847261) = -nan
pow(3.542699, 2.588436) = 26.419006
pow(-4.494226, -1.386004) = -nan
pow(2.841564, 0.409281) = 1.533319
pow(-1.473040, -2.905504) = -nan
pow(-0.404922, 2.611030) = -nan
pow(-1.827182, 2.957555) = -nan
pow(2.128441, -0.112834) = 0.918298
pow(-4.977311, -0.891725) = -nan
pow(-4.465317, 1.534087) = -nan
pow(-2.468493, 1.729608) = -nan
pow(-3.817903, 1.212639) = -nan
pow(3.055010, 1.567985) = 5.760933
pow(1.393115, 1.590774) = 1.694537
pow(-0.240441, -0.333823) = -nan
pow(2.652373, 2.042232) = 7.330952
pow(0.076179, -2.808375) = 1381.076197
pow(-1.917394, -2.642033) = -nan
pow(0.755708, -2.215885) = 1.860175
pow(-3.820766, 0.227428) = -nan
pow(-0.162133, 0.803932) = -nan
pow(-0.468203, 2.512561) = -nan
pow(2.545191, 0.157315) = 1.158312
pow(-0.100162, -1.248336) = -nan
pow(2.245626, -2.229088) = 0.164755
pow(0.405847, 1.362189) = 0.292762
pow(1.203611, 0.032347) = 1.006013
pow(-0.253029, -1.688900) = -nan
pow(-0.135118, -2.371907) = -nan
pow(0.939901, -0.501572) = 1.031576
pow(4.183032, -1.152510) = 0.192187
pow(-3.550699, -0.731393) = -nan
pow(-3.287912, -0.479780) = -nan
pow(3.549264, 2.641310) = 28.384814
pow(-4.355029, -0.611556) = -nan
pow(3.763695, -0.144640) = 0.825549
pow(-2.558692, 0.705164) = -nan
pow(3.953937, 2.525443) = 32.193208
pow(2.597685, 0.423338) = 1.497995
pow(4.981168, 1.542960) = 11.911169
pow(-4.291398, -1.094685) = -nan
pow(1.317141, 1.037351) = 1.330763
pow(-0.332113, 0.824432) = -nan
pow(-1.333892, 2.193444) = -nan
pow(-2.057579, 1.571367) = -nan
pow(-0.907038, -1.639172) = -nan
pow(2.051722, -1.123248) = 0.446081
pow(-3.114791, -2.323170) = -nan
pow(4.044730, 0.092496) = 1.137980
pow(0.485516, 2.266378) = 0.194454
pow(0.901302, 2.118185) = 0.802430
pow(-4.244505, 2.734097) = -nan
pow(2.922003, 1.398741) = 4.480913
pow(2.096750, -1.779064) = 0.267885
pow(-3.886982, -2.802883) = -nan
pow(0.931120, -1.722172) = 1.130778
pow(-1.276265, 1.724687) = -nan
pow(-2.426350, -2.154364) = -nan
pow(-4.235474, 2.007939) = -nan
pow(-3.728484, -1.425867) = -nan
pow(0.316646, 2.895206) = 0.035814
pow(-2.549377, 2.716633) = -nan
pow(-4.201935, -2.729362) = -nan
pow(-0.854446, 2.048860) = -nan
pow(-3.904930, -1.113915) = -nan
pow(-2.147810, 1.778208) = -nan
pow(-2.988528, 1.633087) = -nan
pow(-0.382043, 1.729118) = -nan
pow(2.699634, -0.342787) = 0.711466
pow(0.744355, 0.216309) = 0.938134
pow(-4.426906, -1.811694) = -nan
pow(-1.849840, 0.632956) = -nan
pow(2.739207, -0.282022) = 0.752628
pow(-1.575951, -1.287465) = -nan
pow(1.229525, 1.612281) = 1.395345
pow(1.872490, -2.801612) = 0.172499
pow(2.046108, 1.716372) = 3.417190
pow(4.552766, 2.653113) = 55.780007
pow(-4.207091, 2.154041) = -nan
pow(-0.701394, 0.936224) = -nan
pow(-4.319233, 1.136661) = -nan
pow(-1.993520, -2.475062) = -nan
pow(4.674207, 2.662822) = 60.717404
pow(3.044435, 0.137142) = 1.164955
pow(-3.961116, -1.509440) = -nan
pow(0.862083, 0.518402) = 0.925952
pow(-1.281101, 0.617099) = -nan
pow(-3.333452, 0.389055) = -nan
pow(-0.480846, -1.152421) = -nan
pow(0.534379, -0.680616) = 1.531898
pow(-1.407241, 1.873494) = -nan
pow(-1.110782, 2.480529) = -nan
pow(-3.992218, 0.021163) = -nan
pow(-4.136103, -0.049289) = -nan
pow(-2.307752, 1.402248) = -nan
pow(-1.529253, -1.929801) = -nan
pow(2.789614, 2.509139) = 13.119953
pow(1.411591, 0.045249) = 1.015720
pow(-1.934887, 0.666296) = -nan
pow(-4.554089, -1.799365) = -nan
pow(-4.884533, 2.448981) = -nan
pow(4.366200, -2.026435) = 0.050451
pow(-3.272299, 0.985839) = -nan
pow(1.611883, -1.079270) = 0.597353
pow(3.935148, -0.006443) = 0.991212
pow(-3.472330, 1.512894) = -nan
pow(-2.422106, 1.896082) = -nan
pow(-1.284829, 1.216363) = -nan
pow(-1.968718, -0.508096) = -nan
pow(2.827894, 1.339207) = 4.023486
pow(0.729013, 1.002955) = 0.728333
pow(-0.458305, 0.974360) = -nan
pow(2.612675, 1.517531) = 4.294770
pow(-2.753889, -0.139193) = -nan
pow(1.158140, -0.975289) = 0.866592
pow(-0.018563, -1.104357) = -nan
pow(0.461626, 1.479912) = 0.318552
pow(-1.764226, -1.408950) = -nan
pow(-0.922906, 2.289919) = -nan
pow(-3.587460, -1.685437) = -nan
pow(0.090640, -1.516580) = 38.133888
pow(4.758756, -2.925391) = 0.010425
pow(2.348045, -0.584915) = 0.606971
pow(-3.304070, 1.814414) = -nan
pow(-0.056740, -2.381362) = -nan
pow(4.680633, -2.837901) = 0.012524
pow(3.107499, 2.402081) = 15.233903
pow(1.891164, 1.051292) = 1.953993
pow(1.527919, -2.889840) = 0.293751
pow(-2.157634, -1.642942) = -nan
pow(3.958429, -0.682599) = 0.390959
pow(-3.122259, -1.158301) = -nan
pow(4.691788, 0.903119) = 4.039231
pow(-3.734605, -2.066062) = -nan
pow(2.771696, -2.663206) = 0.066203
pow(-2.614966, 2.973702) = -nan
pow(3.171070, 0.961743) = 3.034110
pow(-3.422033, -1.610609) = -nan
pow(-0.451802, 2.508370) = -nan
pow(-2.147086, -0.895721) = -nan
pow(-1.345530, 0.558844) = -nan
pow(2.712421, 1.174577) = 3.228580
pow(-1.655346, -0.075099) = -nan
pow(1.733628, 1.302479) = 2.047552
pow(-2.852054, -0.006563) = -nan
pow(4.738118, 1.898103) = 19.158847
pow(-1.805266, -0.651662) = -nan
pow(4.311542, 2.301322) = 28.873141
pow(-4.945392, 0.022090) = -nan
pow(3.911551, -0.291607) = 0.671842
pow(-2.114362, -1.781326) = -nan
pow(-4.339784, -0.570086) = -nan
pow(0.696542, 1.385808) = 0.605836
pow(-4.604914, 0.105924) = -nan
pow(4.560460, 0.516495) = 2.189649
pow(0.318923, -2.995875) = 30.682932
pow(0.883741, -2.706025) = 1.397158
pow(4.044540, 1.247507) = 5.715753
pow(-1.922783, -1.879175) = -nan
pow(-3.339372, -2.430617) = -nan
pow(-1.207567, 2.508218) = -nan
pow(1.459001, 0.040268) = 1.015328
pow(1.355555, -0.491910) = 0.861014
pow(-2.399376, 1.843674) = -nan
pow(4.536402, -1.253566) = 0.150234
pow(-0.841474, -0.856729) = -nan
pow(0.579041, 1.057395) = 0.561165
pow(-4.329622, 0.734104) = -nan
pow(-0.819830, -0.618647) = -nan
pow(-2.682914, 0.945508) = -nan
pow(3.235652, 1.643994) = 6.892462
pow(-3.214606, -2.699336) = -nan
pow(0.320642, 0.460035) = 0.592587
pow(4.625341, 1.562128) = 10.940556
pow(-4.672489, -2.738396) = -nan
pow(3.337065, 2.576750) = 22.314122
pow(0.186972, -2.130728) = 35.616228
pow(-3.822054, -2.858490) = -nan
pow(-3.465493, 2.044722) = -nan
pow(0.941635, 0.023432) = 0.998592
pow(-4.883320, 0.025371) = -nan
pow(1.095999, -2.612994) = 0.787003
pow(-3.987405, 2.002910) = -nan
pow(-0.910875, 2.317226) = -nan
pow(2.703691, 1.846433) = 6.274507
pow(-3.790137, -2.334355) = -nan
pow(-0.771244, 2.397029) = -nan
pow(3.353663, -2.351348) = 0.058119
pow(4.537087, 1.065769) = 5.011554
pow(4.789851, -1.813417) = 0.058384
pow(4.871248, -1.401810) = 0.108657
pow(2.655117, -2.481568) = 0.088635
pow(-2.797787, 1.476036) = -nan
pow(3.379856, 2.578421) = 23.105881
pow(0.458783, 0.616163) = 0.618721
pow(-0.403838, 2.480512) = -nan
pow(0.672402, 1.194780) = 0.622379
pow(-2.283721, 0.408458) = -nan
pow(-3.261530, 1.251904) = -nan
pow(0.078980, 1.413475) = 0.027648
pow(4.097368, 0.991458) = 4.048304
pow(-0.721820, -1.996815) = -nan
pow(1.260882, 0.058713) = 1.013703
pow(2.967261, 1.815249) = 7.201837
pow(-2.537062, 0.937593) = -nan
pow(4.936293, 0.523688) = 2.307415
pow(-1.385921, 1.585448) = -nan
pow(-3.667420, -0.659028) = -nan
pow(0.378381, -1.623451) = 4.844072
pow(-4.198421, -1.769095) = -nan
pow(-0.414228, 2.152188) = -nan
pow(1.521347, -1.892131) = 0.452064
pow(-2.826866, -2.100760) = -nan
pow(-1.109129, -1.843553) = -nan
pow(-3.534279, -0.767328) = -nan
pow(2.225966, -2.477858) = 0.137689
pow(0.624132, 2.243019) = 0.347377
pow(1.578141, 2.228618) = 2.764341
pow(-3.787723, -1.225913) = -nan
pow(-3.868570, 2.840284) = -nan
pow(-4.647039, 2.948799) = -nan
pow(-1.231697, 2.169952) = -nan
pow(-3.238656, -2.777834) = -nan
pow(1.598985, -1.431164) = 0.510817
pow(-1.190999, -0.673043) = -nan
pow(-2.421142, 0.585778) = -nan
pow(0.082681, -1.630298) = 58.203918
pow(1.475723, 1.548160) = 1.826613
pow(0.590655, -0.017441) = 1.009225
pow(-3.036645, 1.662888) = -nan
pow(3.945058, 1.669291) = 9.885233
pow(4.606855, -1.073369) = 0.194054
pow(0.785190, 2.310197) = 0.571966
pow(-0.013110, -2.190112) = -nan
pow(3.219488, 2.447386) = 17.488414
pow(-0.141154, 0.914222) = -nan
pow(-0.992055, 1.454727) = -nan
pow(0.401721, 2.428246) = 0.109202
pow(-3.680964, -2.646692) = -nan
pow(-0.562278, 2.670813) = -nan
pow(-4.743466, 2.156128) = -nan
pow(-4.707876, 2.829566) = -nan
pow(-3.130632, 0.160575) = -nan
pow(-3.854002, -2.675139) = -nan
pow(-4.175909, 0.434115) = -nan
pow(-2.325314, -0.297190) = -nan
pow(-1.336698, 2.126129) = -nan
pow(3.805669, 0.957761) = 3.596784
pow(2.733668, 1.354742) = 3.905511
pow(4.513626, 0.782869) = 3.253929
pow(0.410197, 0.889467) = 0.452658
pow(-4.244358, 2.894233) = -nan
pow(2.564176, 1.540039) = 4.263786
pow(2.680843, 2.683449) = 14.100827
pow(0.073194, -2.546464) = 779.065586
pow(4.722634, 2.266601) = 33.737037
pow(-3.927096, 0.993980) = -nan
pow(-1.179317, 2.879520) = -nan
pow(-2.108471, 0.313865) = -nan
pow(-0.592135, -1.328343) = -nan
pow(3.948495, -2.599652) = 0.028150
pow(-1.398809, -2.251419) = -nan
pow(0.065386, 1.383739) = 0.022958
pow(-2.499249, -0.234206) = -nan
pow(2.991438, 2.048244) = 9.434488
pow(-4.965524, -1.378132) = -nan
pow(0.229372, -2.702685) = 53.488165
pow(-2.939188, 0.542417) = -nan
pow(4.596501, 0.157147) = 1.270862
pow(3.308398, 2.977101) = 35.233392
pow(-3.321226, -1.443891) = -nan
pow(-4.378353, 0.275019) = -nan
pow(1.588176, 2.625314) = 3.368388
pow(1.203353, -2.410364) = 0.640065
pow(4.022351, -2.829085) = 0.019493
pow(-0.665075, 2.930932) = -nan
pow(-4.515077, -0.981828) = -nan
pow(4.555693, -1.618725) = 0.085898
pow(2.680221, 0.889161) = 2.402773
pow(0.719081, 1.943394) = 0.526821
pow(-3.504701, 1.946606) = -nan
pow(0.071976, -0.488379) = 3.615136
pow(1.163416, -0.678834) = 0.902354
pow(-4.259982, 2.628430) = -nan
pow(-0.615462, -0.062622) = -nan
pow(3.726848, -0.667889) = 0.415343
pow(-4.620605, -2.963111) = -nan
pow(-3.932902, -2.973167) = -nan
pow(2.007277, 0.275186) = 1.211360
pow(0.965829, -1.269557) = 1.045130
pow(-1.261185, -2.203192) = -nan
pow(-1.476117, -0.339660) = -nan
pow(2.177928, 0.857499) = 1.949270
pow(-0.340814, -0.796179) = -nan
pow(-3.517313, -1.181409) = -nan
pow(3.587444, 1.473697) = 6.570300
pow(-4.501712, -1.738488) = -nan
pow(-3.572467, -2.376057) = -nan
pow(4.781953, 2.800155) = 79.983491
pow(-3.220778, 1.715225) = -nan
pow(-4.634544, 1.040955) = -nan
pow(3.993960, 2.854584) = 52.090387
pow(-1.445798, -2.353652) = -nan
pow(0.262615, 2.284354) = 0.047154
pow(-0.902428, 1.679010) = -nan
pow(1.890167, 2.380709) = 4.552671
pow(-3.417065, 0.478515) = -nan
pow(-0.523368, 1.293036) = -nan
pow(1.919142, -2.917412) = 0.149300
pow(2.872128, -1.828667) = 0.145244
pow(1.762480, 2.883956) = 5.126386
pow(4.727534, 2.922699) = 93.703185
pow(-4.207456, 2.875930) = -nan
pow(3.022387, -0.346499) = 0.681646
pow(4.511534, 1.311680) = 7.215463
pow(0.568620, 0.710567) = 0.669553
pow(-3.094865, 2.029950) = -nan
pow(1.040385, -2.576177) = 0.903036
pow(-4.211822, 0.822814) = -nan
pow(-3.296267, -0.491537) = -nan
pow(-2.225718, 2.761742) = -nan
pow(-0.886009, -0.361291) = -nan
pow(1.470073, 2.274052) = 2.401805
pow(0.897780, -1.760710) = 1.209077
pow(3.690577, -0.611663) = 0.449914
pow(0.992945, 1.073468) = 0.992429
pow(4.571774, 1.182991) = 6.037737
pow(0.939557, -0.902967) = 1.057912
pow(-1.628391, 1.054374) = -nan
pow(-3.828958, -2.804465) = -nan
pow(1.628004, -1.882884) = 0.399464
pow(-2.855933, -0.759403) = -nan
pow(4.491028, 1.135495) = 5.504723
pow(2.090389, -2.636218) = 0.143157
pow(4.743721, 0.434048) = 1.965478
pow(-4.019979, -2.691937) = -nan
pow(-0.218893, -1.322318) = -nan
pow(0.110773, -0.744088) = 5.140748
pow(-0.330842, -1.691875) = -nan
pow(-2.810702, -2.013680) = -nan
pow(1.137145, -1.484342) = 0.826323
pow(4.962657, 1.569173) = 12.350836
pow(0.947985, -0.402923) = 1.021756
pow(2.928337, 1.252332) = 3.840293
pow(0.659360, -1.057449) = 1.553349
pow(3.073940, -2.141920) = 0.090239
pow(4.827733, -1.503991) = 0.093682
pow(-0.958638, -1.752226) = -nan
pow(-0.204425, -1.125885) = -nan
pow(-4.652612, 2.330805) = -nan
pow(-3.098756, 1.981075) = -nan
pow(1.932333, -1.667629) = 0.333366
pow(4.439908, 2.014067) = 20.130492
pow(-1.284687, 2.359383) = -nan
pow(-4.226048, -1.395769) = -nan
pow(-0.679125, -1.269804) = -nan
pow(-0.863534, 1.322651) = -nan
pow(-0.373315, 2.515495) = -nan
pow(3.989933, 1.234619) = 5.520315
pow(-3.053611, -2.571192) = -nan
pow(-3.552956, 1.704156) = -nan
pow(-1.921653, -1.159399) = -nan
pow(-3.431689, 0.911870) = -nan
pow(2.513310, 2.869369) = 14.075167
pow(2.062287, 2.754442) = 7.342704
pow(1.994706, -0.991907) = 0.504136
pow(0.992019, 0.070759) = 0.999433
pow(-2.774411, -2.909393) = -nan
pow(-1.157678, 2.933572) = -nan
pow(-4.843479, -2.838211) = -nan
pow(-1.860572, -0.177942) = -nan
pow(4.338896, 2.059482) = 20.543359
pow(0.235366, -2.453803) = 34.802894
pow(-0.803051, -0.281549) = -nan
pow(-3.256287, 1.139319) = -nan
pow(3.480352, -0.692958) = 0.421384
pow(-4.356241, 0.003920) = -nan
pow(-3.064731, -0.064058) = -nan
pow(-3.351125, -1.241142) = -nan
pow(-0.849251, 2.269422) = -nan
pow(1.943817, 2.789454) = 6.385440
pow(-4.794127, 1.963626) = -nan
pow(3.685060, 0.574847) = 2.116504
pow(-0.751694, -2.557100) = -nan
pow(-1.026509, -1.055614) = -nan
pow(-3.540030, 2.776495) = -nan
pow(-3.596443, 0.446199) = -nan
pow(-4.722815, -2.574802) = -nan
pow(3.136883, -1.011698) = 0.314553
pow(4.053925, 0.754490) = 2.874991
pow(-1.149342, -1.145020) = -nan
pow(3.611720, -0.600885) = 0.462251
pow(3.931785, -2.120851) = 0.054823
pow(-4.256927, -1.331211) = -nan
pow(0.267779, -0.733175) = 2.627481
pow(2.228867, -2.800217) = 0.105996
pow(3.281000, 2.939348) = 32.864124
pow(1.697333, 0.211250) = 1.118248
pow(-3.713424, -1.304984) = -nan
pow(-2.922419, -0.612694) = -nan
pow(4.404270, -0.774525) = 0.317178
pow(-4.456110, -2.690424) = -nan
pow(-0.884122, 2.682585) = -nan
pow(2.852673, 2.867564) = 20.205254
pow(-0.430399, 1.801718) = -nan
pow(2.020662, 1.870619) = 3.727883
pow(-1.698482, 2.002342) = -nan
pow(0.078732, -2.378589) = 422.283489
pow(-1.904208, -1.696561) = -nan
pow(-2.827369, -0.627670) = -nan
pow(-1.660656, -1.408225) = -nan
pow(1.740705, 0.023180) = 1.012932
pow(-2.575097, 1.701001) = -nan
pow(-1.538768, -1.674416) = -nan
pow(-0.569368, 2.637105) = -nan
pow(3.722114, -1.799051) = 0.093998
pow(-2.577453, -1.148574) = -nan
pow(0.658777, -0.317847) = 1.141861
pow(-4.399732, -1.536485) = -nan
pow(1.815799, 1.516332) = 2.470772
pow(3.870493, 2.552844) = 31.657454
pow(-2.418145, -0.259566) = -nan
pow(-3.938301, -2.970570) = -nan
pow(3.350907, 2.037555) = 11.750256
pow(3.191146, -0.205057) = 0.788246
pow(-2.034581, 0.159443) = -nan
pow(-1.169474, -1.595380) = -nan
pow(-4.131088, 1.139125) = -nan
pow(1.009320, 2.145825) = 1.020105
pow(-0.908567, 1.566616) = -nan
pow(0.138913, 1.431294) = 0.059295
pow(3.981828, -2.763207) = 0.021971
pow(0.327068, -0.408763) = 1.579057
pow(-1.882752, 2.255261) = -nan
pow(-4.279829, -2.576165) = -nan
pow(-0.297059, 2.125244) = -nan
pow(1.383541, -2.522334) = 0.440932
pow(-0.442704, 2.521001) = -nan
pow(1.513513, 2.793203) = 3.182275
pow(4.262481, 1.416238) = 7.793846
pow(-0.591265, 2.797377) = -nan
pow(-3.275824, -0.440892) = -nan
pow(1.139997, 1.781873) = 1.262977
pow(-3.547804, -0.643964) = -nan
pow(-0.064219, 0.982158) = -nan
pow(0.381697, -0.810870) = 2.183592
pow(0.086181, -0.940561) = 10.030203
pow(1.713162, -2.875774) = 0.212642
pow(-3.609783, -0.169309) = -nan
pow(-1.590424, -2.356826) = -nan
pow(0.334645, 1.555079) = 0.182260
pow(0.059423, -0.934922) = 14.004229
pow(-4.387553, 2.506341) = -nan
pow(-2.935212, -2.128855) = -nan
pow(-1.699500, 2.628314) = -nan
pow(3.189489, 0.975084) = 3.098635
pow(4.580916, 2.081507) = 23.756188
pow(-4.900187, 1.562247) = -nan
pow(0.213413, -0.225821) = 1.417346
pow(1.789629, -1.798713) = 0.351036
pow(3.060990, 0.408137) = 1.578695
pow(-2.730647, -1.596535) = -nan
pow(-0.444903, -2.487598) = -nan
pow(-0.803001, -2.341482) = -nan
pow(-0.779441, 2.428317) = -nan
pow(1.337979, -1.079011) = 0.730398
pow(1.687277, 2.577855) = 3.851712
pow(-4.394846, -2.599132) = -nan
pow(4.943038, -0.452970) = 0.484888
pow(-1.918860, 2.691071) = -nan
pow(3.021569, -0.788754) = 0.418037
pow(-2.071071, 2.522596) = -nan
pow(4.471176, -0.395697) = 0.552879
pow(1.930612, 2.891952) = 6.702180
pow(-2.951468, 1.764104) = -nan
pow(-0.798969, 0.920771) = -nan
pow(1.864997, 1.768340) = 3.010585
pow(-1.336935, -1.498820) = -nan
pow(0.392569, 0.394710) = 0.691377
pow(4.990052, 0.484661) = 2.179439
pow(-0.200008, 2.799926) = -nan
pow(0.593737, 0.142133) = 0.928582
pow(-0.454115, 0.589535) = -nan
pow(2.825096, -2.881162) = 0.050176
pow(-4.671858, 0.849405) = -nan
pow(1.040178, 1.821093) = 1.074373
pow(-3.582577, 0.068185) = -nan
pow(-0.960223, -2.886172) = -nan
pow(0.782935, -2.624350) = 1.900645
pow(-1.388553, -2.164827) = -nan
pow(-2.309372, -2.033485) = -nan
pow(-3.367516, 2.225491) = -nan
pow(2.601367, 2.374879) = 9.683978
pow(4.431336, 1.829677) = 15.238754
pow(2.153975, 1.392732) = 2.911489
pow(-4.318631, 2.545466) = -nan
